id,order_id,reason_for_delay
2860,795,ТС не поступала на склад  ожидаем прибытие в течении суток - двух. Связана с погодными условиями.
2861,19363,Планируемая дата встречи: 01.06.2024 07:00
2862,21889,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2863,616,Запрещено к перевозке согласнот11 пакету санкций.
2864,3862,город получателя забирает груз с СЦ самостоятельно
2865,5331,Заберут до 16.03
2866,18049,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2867,20099,смарт
2868,18742,звонок получателю  не отвечает
2869,658,Не поступал 
2870,21861,Получатель не отвечает
2871,1407,Выдано под ответственность директора подразделения.
2872,750,Груз оплачен и вручен частично   возврат 1515310289 отправлен по ТС  последняя складская операция расход.
2873,929,Заказ передан партнерам для доставки в отдаленные районы. Доставка получателю в течение недели до 17.03. ДД проставляем после предоставления партнером накладной с подписью получателя. 
2874,3480,ДД по запросу ЦФО -- СЗ
2875,3162,ФТС запросила дополнительные данные. Комментарий брокера: Не предоставлены документы и сведения (скан паспорта  ИНН)
2876,18025,заберет 14.05. не отправлять на возврат
2877,935,Проблемный адрес: некорректная ТС  некорректный адрес  некорректный тариф.
2878,18722,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
2879,5964,перевозчик привозит груз частями  CN/81123/22016032 на склад Улан-Удэ Мокрова 28а не поступала
2880,3844,Коллеги  у перевозчика имеются задержки в бронировании рейсов. Груз должен приземлиться во Внуково на ТО 10-12.03 Статусы по накладной должны обновиться 12-13.03
2881,21305,автоответчик
2882,6003,СЗ 1521670337
2883,18728,ошибка сканирования груза 12.05 груз Новомосковск на мира 3ж не принимался 
2884,19435,Заберет 27.04
2885,21918,Коллеги  добрый день  груз поступит не ранее июля  навигация еще закрыта.
2886,3453,клиент заберёт заказ 14.03-15.03
2887,303,По последней имеющейся информации груз должен выехать в сторону Москвы 01.03
2888,3789,груз в очереди на обрешетку
2889,20097,смарт
2890,3479,КТ 8. Приход на склад.
2891,1392,"Уведомляет вас о том  что в связи с ухудшением погодных условий  возможны задержки по срокам доставки.	"
2892,5987,не отвечают 
2893,20696,смарт
2894,5351,г.получателя забирает груз самостоятельно 
2895,18057,Не востребован/Утилизация на основании СЗ от 04.07.2024
2896,5375,Транзит во Внуково
2897,908,не берет трубку
2898,9758,ПВЗ забирает груз самостоятельно  раз в неделю. Плановая отправка по ТС 13.03
2899,16677,https://secure.usedesk.ru/tickets/186434845
2900,345,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2901,2764,запрос по местоположению
2902,18695,Сегодня заберет
2903,18745,повтор с-з
2904,1093,запрос в Барыш
2905,18703,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
2906,18724,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
2907,789,Опоздание Авто на 17 часов. Перекрытие трассы 
2908,18031,упаковка и груз повреждены. вложение разбито (осколки стекла)  переупаковка и отправка по тс. фото акт в сканах.
2909,19380,Груз фактически на складе.
2910,21299,смарт
2911,15921,https://secure.usedesk.ru/tickets/187146136
2912,19403,Запрос в сз по 1545579807
2913,19401,запрос
2914,21866,Посылка отстранена от авиаперевозки  во вложении опасный груз.
2915,18677,https://secure.usedesk.ru/tickets/185572670
2916,654,получатель заберет груз до 26 02 2024
2917,18730,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2918,3136,перенос на 14.03
2919,19364,получатель недоступен
2920,58,Не поступал 
2921,17361,https://secure.usedesk.ru/tickets/186434845
2922,21928,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2923,3170,Фактически груз не сканировался  только бумажная накладная. Ожидаем инф-ции в с-з
2924,15267,Номер получателя не доступен. СЗ на офис ЗМ. Отвечают что возврат  но потом удаляют статус не вручен. ПХ не проставляют  отсюда зависание в КТ. Ждем ответ на запрос.
2925,720,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2926,18056,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2927,12498,сз  неверный номер получателя
2928,479,клиент изменил адрес  доставка согласована на 16.03
2929,20717,получатель заберет посылку 20-21.05
2930,3446,Запрошены документы и сведения  необходимые для выпуска отправления в свободное обращение. В случае непредоставления необходимых для ТО данных заказ будет оформлен на убытие в страну отправк
2931,555, груза в офисе нет  получатель не берет трубку.
2932,15263,Обещают забрать в среду 22.05
2933,18713,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
2934,18729,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
2935,20663,не отвечает
2936,571,Опоздание связано с погодными условиями и очередью на границе.
2937,3847,https://corp.cdek.ru/browse/IL-32646
2938,4154,Коллеги  у перевозчика имеются задержки в бронировании рейсов. Груз должен приземлиться во Внуково на ТО 10-12.03 Статусы по накладной должны обновиться 12-13.03
2939,18686,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2940,4757,СХ продлила до 20 03 по желанию плательщика
2941,18,забор до 13.03
2942,18000,Груз подан на ТО  ожидаем решение таможни
2943,12488,Дата доставки согласована на 15.03  груз был принят после крайнего срока приема СЭ (после 15:00). 
2944,19398,Клиент в отпуске  сказал в ближайшее время найдет человека  кто сможет забрать
2945,18708,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2946,19427,не отв
2947,19420,смарт
2948,865,Заказ передан партнерам для доставки в отдаленные районы. Доставка получателю в течение недели до 17.03. ДД проставляем после предоставления партнером накладной с подписью получателя. 
2949,21277,CHN-137049 заявка . 
2950,18053,задержки отправок из Калининграда  в связи с понижением стоимости безпошлинного ввоза и временной отмены паромной переправы Ориентировочные сроки отправки в течении 2-3 месяцев
2951,11795,https://secure.usedesk.ru/tickets/178974738
2952,3171,Опасный груз
2953,627,груз принят
2954,21858,повтор. запрос.
2955,19374,смарт
2956,20664,Получатель заберет груз до 16.05.2024 года
2957,18687,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2958,21,Получателю не удобно получить сегодня груз. Доставка на 12.01 
2959,21325,им дд
2960,6597,Груз передан на склад
2961,20695,смарт
2962,18015,https://secure.usedesk.ru/tickets/186529502
2963,1399,ПХ до 17.03.
2964,3113,из за большой загруженности сроки доставки увеличиваются
2965,18676,https://secure.usedesk.ru/tickets/186434845
2966,20098,смарт
2967,11143,запрос операторам СЦ
2968,21923,Груз  в пути  в составе консолидации CN/81123/25400067 под пломбой 8877981356.
2969,3099,груз прибыл 14.03. Клиент на звонки не отвечает
2970,899,Доставка в ИМ в ближайшее время
2971,375,Не поступал 
2972,12,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2973,5415,тариф указан забор ИМ
2974,34,номер получателя занят
2975,2489,Хранится в отделении до 29 марта включительно
2976,18051,с-з
2977,2832,Опасный груз
2978,20719,повторно прозвонили клиента  отправили смс. Ответа от коллег не поступило.
2979,19426,Планируемая дата встречи: 12.06.2024
2980,21922,Коллеги  добрый день  груз поступит не ранее июля  навигация еще закрыта.
2981,21302,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
2982,21254,запрос ИМ 
2983,19370,не дозвон
2984,18735,заказ отправлен повторно и доставлен по EE216122047KZ  так как в данном заказе был указан не верный получатель  не можем внести 3PL
2985,4812,клиент заберет груз в ближайшее время
2986,584,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2987,19407,получатель сможет забрать заказ 14.05.  находится в больнице
2988,19388,Клиент заберет груз до 2.06  продлить СХ
2989,307,По накладной 1511550467 груз пришел открытый-скан прикрепили. Отправляем по ТС
2990,4170,не отвечает
2991,18041,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2992,18736,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2993,15995,обработка КТ7: получатель не берет трубку  проставили дд не вручено. 
2994,5960,Утилизация на основании СЗ  требование для дальнейшей отправки по накладной 1532420304 и отмены возвратной ведомости
2995,1767,Груз был отгружен в консолидации CN/81123/22061037 . Ожидайте поступления .
548,19989,получатель не берет трубку
549,40587,Отмена по запросу Авито
550,1672,"В связи с последствиями ЧС( дворы не расчищены  дороги расчищены частично  часть курьеров до сих пор ""в снежном плену"") доставка в г. Южно-сахалинск и пригороде затруднена. "
551,8254,ТС с указанным заказом не поступала на склад  ожидаем прибытие в течении суток - двух. Связана с погодными условиями.
552,16594,Истек срок хранения  возврат
553,17257,Возврат.
554,38891,Не отгружался ИМ https://secure.usedesk.ru/tickets/188299412 
555,11759,перевозчик привозит груз частями  пломба 8878031104 на склад Мокрова 28а не поступила  ожидаем инфо от перевозчика до 12.03
556,32055,Посылка отстранена от авиаперевозки  во вложении опасный груз.
557,21787,отправка по тс согласно расписанию транспортной логистики 11.03
558,37346,согласован самозабор с БО
559,42334,СЗ в НСК по 1543058507
560,40152,ждем поиск до 01.07
561,35055,Запрос ЗМ. Груз поврежден 
562,3012,Ожидаем прибытие ТС в течении суток  полутора. Задержка связана с погодными условиями.
563,32607,Обещали забрать 16.05.2024. Если не забирают  ДД не вручен.
564,3039,Сделан приход для формирования ВВ
565,32012,Абонент недоступен
566,15868,Отправка по ТС согласно расписанию транспортной логистики 04.03.
567,35640,Груз принят. 
568,31437,смарт
569,42713,Самозабор 03.07
570,29652,Инфо о проблемах доставки передано ИМ  ответ должны предоставить до 08.05 включительно
571,33848,Коллеги у складов временного хранения наблюдаются сбои в работе программного обеспечения СВХ. вопрос решается  средний срок от поступления на ТО до выпуска-отгрузки 5-6 дней. не считая накладных с пошлиной или доп запросом
572,8973,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
573,1697,ТС не поступала на склад  ожидаем прибытие в течении суток - двух. Связана с погодными условиями.
574,42285,Уведомление об истекающем СХ.
575,8302,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
576,38343,КТ7
577,27569,Заберут до 26.04
578,30826,смарт
579,40179,Отмена по запросу Авито
580,4686,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
581,36783,Груз актуален  прошу убрать из возвратной ведомости. Получатель заберёт груз 17.06
582,28077,https://secure.usedesk.ru/tickets/187726167
583,2405,По последней имеющейся информации машина должна выехать в сторону Москвы 01.03
584,32041,смарт
585,30254,Ожидаем клиента до 08.07.
586,16544,из неопознанных - 000139786lc
587,1291,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
588,29619,https://secure.usedesk.ru/tickets/182831759
589,33208,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
590,29617,https://secure.usedesk.ru/tickets/185892456
591,1637,трубку не берет
592,30187,запрос цфо в сз
2996,18022,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
2997,18017,https://secure.usedesk.ru/tickets/193576877
2998,9039,ПВЗ забирает груз самостоятельно  раз в неделю. Плановая отправка по ТС 13.03
2999,20084,смарт
3000,881,сз
3001,2118,отслеживание доставки на сайте https://post-master.ru/status/ по номеру накладной
3002,3490,Опасный груз
3003,21291,кт 7 не отвечает  прозвон 3.05
3004,491,https://corp.cdek.ru/browse/IL-30668
3005,2783,Посылка отстранена от авиаперевозки. Во вложении опасный груз.
3006,19421,смарт
3007,20085,смарт
3008,18007,ДД от ИМ https://secure.usedesk.ru/tickets/187368213
3009,20718,актуален  придет заберет до 21.05
3010,4751,получатель не отвечает на телефон
3011,404,согласован забор с ПВЗ 16.03
3012,254,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
3013,20697,смарт
3014,2823,получатель не доступен
3015,1412,Уведомляет вас о том  что в связи с ухудшением погодных условий  возможны задержки по срокам доставки.
3016,16663,https://secure.usedesk.ru/tickets/186164157
3017,757,ДД от ИМ
3018,18701,Квитанция выставлена таможенным органом. Необходимо оплатить пошлину
3019,19371,Согласован забор на 19.05
3020,2765,https://secure.usedesk.ru/tickets/184786314
3021,21900,Коллеги  добрый день! данный заказ был отгружен в консолидации CN/81123/24229844  номер отгрузке SH/81123/24320831
3022,3814,Посылка отстранена от авиаперевозки  во вложении опасный груз.
3023,8412,Пришло 1 из 2 мест
3024,3141,не отвечает
3025,15243,ВВ удалена. Не все места на складе 
3026,565,требуется деление
3027,2065,Сведения о паспортных данных некорректны  либо паспорт не действителен (предоставить скан паспорта)
3028,21890,автоответчик
3029,20120,КТ11. Операция сканирования на СЦ Москва-Юг - ошибочная. Проставлен расход.
3030,21301,заберет до 21.05
3031,20066,груз  не поступил
3032,21860,КТ9. Груз отправлен в составе консолидации CN/81123/25601688 под пломбой 8883575911  документ отгрузки SH/81123/25702156. 
3033,702,получатель не берет трубку
3034,782,Данный заказ с не верным вложением  другому человеку. содержимое отправлено заказом номер 1514611065.
3035,6543,отмена по запросу авито 
3036,523,Возвращена
3037,18723,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
3038,21902,Не сдана на склад
3039,21903,неверный номер.
3040,19423,клиент не отвечает 
3041,15258,КТ-7 Получатель не отвечает 
3042,2073,нет ответа.
3043,3832,Груз отправлен партнерами EMS почтой России в г-получателя. Трек- номер для отслеживания можно посмотреть в разделе 3pl или в истории заказа в основной информации
3044,21913,отказалась
3045,21929,"Коллеги  груз находится на СВХ брокера Шереметьево карго по итогам файла инвентаризации от 25.06.24. Просьба при открытии СЗ указывать на данный факт. В случае сканирования после 25.06  информация по накладной будет не актуальна.	"
3046,19422,смарт
3047,1049,сз в город им
3048,3098,город получателя забирает груз с СЦ самостоятельно
3049,2794,согласован забор на 16.03
3050,3173,Согласована дата доставки на 15.03.2024
3051,18734,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
3052,1760,не удалось дозвониться
3053,1735,из за большой загруженности сроки доставки увеличиваются
3054,1460,Перемещение заказов на ПВЗ сделано по запросу ОД Ульяновска по согласованию с директором территории. По всем вопросам смены режима доставки обратно до двери обращаться к Еремину Михаилу.
3055,15,Заказ передан партнерам для доставки в отдаленные районы. Доставка получателю в течение недели до 17.03. ДД проставляем после предоставления партнером накладной с подписью получателя. 
3056,44, груза в офисе нет  получатель не берет трубку.
3057,2113,сбой связи
3058,1427,город получателя забирает груз с СЦ самостоятельно
3059,21904,изъят таможней на доп экспертизу  экспертиза может длиться от 20 дней и до неограниченного срока
3060,20083,смарт
3061,11161,Получатель не отвечает
3062,16655,https://secure.usedesk.ru/tickets/187155199
3063,19361,смарт
136,42855,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
137,14063,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
138,22481,согласован забор до 15.03.24г.
139,45657,Возврат по запросу ИМ.
140,10617, груза в офисе нет  получатель не берет трубку.
141,11317,По последней имеющейся информации груз должен выехать в сторону Москвы 01.03
142,24152,+
143,39897,Консоль CN/81123/25089102 была отправлена в Красноярск без отображения в программе  номер отгрузки SH/81123/25094418. Видео отгрузки: https://skrinshoter.ru/vPaU7kO3daD .
144,14021,Машина находиться под Ижевском  трасса М7 перекрыта  встреча проставлена ошибочно  груз не поступал
145,39036,По условия ИМ доставка бесплатная. 
146,40304,CN-IC-79
147,41597,Клиент  обещал забрать груз 07.05
148,43296,1 мая 24 02:38
149,18872,-
150,43713,смарт
151,17497,Не поступал 
152,43750,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
153,14721,Заберут на пр-кте победы 31.01
154,24769,заберут в ближ время
155,44212,груз будет доставлен двумя частями. Третье место будет доставлено по факту поступления - С ИМ СОГЛАСОВАНО!
156,42885,Планируемая дата встречи: 06.05.2024
157,42003,забор груза завтра 4/05
158,41649,"Коллеги  груз находится по итогам инвентаризации от 05.06.2024 у брокера ""Таможенный Портал"". "
159,11973,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
160,42479,выход в кт1  груз перемещен в зону отправки
161,12036, груза в офисе нет  получатель не берет трубку.
162,26529,не берут трубку 
163,45711,https://secure.usedesk.ru/tickets/188430457
164,19597,EF473588464RU
165,24108,Истек сх  автоответчик
166,42456, сх до 10.07.2024
167,12669,Задержка тс  перекрытие дороги. 
168,20152,Запрошены документы и сведения  необходимые для выпуска отправления в свободное обращение. В случае непредоставления необходимых для ТО данных заказ будет оформлен на убытие в страну отправк
169,31637,Не поступила пломба 8867109655  запрос в НСК по накладной 1526749465
170,20805,В субботу заберёт
171,43753,Коллеги  добрый день  груз поступит не ранее июля  навигация еще закрыта.
172,39916,забор 04.05
173,41611,Заберет 13.05
174,44576,Посылка отстранена от авиаперевозки  во вложении опасный груз.
175,16154, груза в офисе нет  получатель не берет трубку.
176,25349,недоступен. возврат
177,20790,случайно в СПБ вручили  выдал груз получателю. Все нормально
178,24149,Груз заберут 15.03.2024.
179,42882,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
180,42871,смарт
181,41605,Коллеги  данный заказ находится на СВХ  согласно файлу инвентаризации от 28.05
182,23544,Запрошены документы и сведения  необходимые для выпуска отправления в свободное обращение. В случае непредоставления необходимых для ТО данных заказ будет оформлен на убытие в страну отправк
183,16841,запрос на почту Ишина Виктория Николаевна
184,14097,Борзя забирает груз самостоятельно  отправка по ТС 21.02
185,22468,не отвечает
186,17535,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
187,25358,Коллеги  у перевозчика имеются задержки в бронировании рейсов. Груз должен приземлиться во Внуково на ТО 10-12.03 Статусы по накладной должны обновиться 12-13.03
188,21978,заказы проходят контроль на сц далее будут переданы в ИМ без перемещения на пвз
189,35773,-
190,12666,Ожидаем прибытие ТС в течении суток  полутора. Задержка связана с погодными условиями.
191,42464,утилизация по запросу ИМ
192,11308,ИМ ДД
193,42022,Груз актуален  заберут до 04.07
194,42507,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
195,41622,получатель не берет трубку
196,24697,перенос на ПВЗ от ИМ
197,10615,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
198,27164,Самовывоз до 20 03
199,43721,некорр сроки
200,44577,Посылка отстранена от авиаперевозки  во вложении опасный груз.
201,23040,запрос ИМ
2729,7915,По последней имеющейся информации груз должен выехать в сторону Москвы 01.03
2730,10016,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2731,14800,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2732,7326,Транзит во Внуково
2733,22552,самозабор до 16.03.
2734,33508,Вручен 
2735,36428,смарт
2736,23067,забор груза сегодня 15.03
2737,15537,инф из СЗ:  клиент заберет данное место с сц  так как оно не войдет на указанное пвз.
2738,32319,по запросу ИМ утиль
2739,38115,до 10 05
2740,37564,вн 1550259268
2741,5557,Посылка дверь-склад
2742,35839,Клиент один раз ответил на звонок курьера  сказал  что мы мошенники и чтобы его больше не беспокоили. На звонки не отвечает.
2743,16925,EF477086689RU Доставка в место вручения ориентировочно 03 апреля 2024 
2744,20825,Покинуло сортировочный центр
2745,28763,абонент не отвечает
2746,38116,Во вложении опасный груз  отправим наземным транспортом.
2747,37594,смарт
2748,9294,Задержки в пути   ждем на тп Пулково Спб. ориентировочно после 20.02.24
2749,13484,груз получателю не нужен  4.03.2024 клиент сказал  что отказывается.
2750,37067,смарт
2751,15493,направление перегружено  поступление в течение 7 дней.
2752,35834,груз без упаковки
2753,5549,Ожидаем прибытие ТС в течении суток  полутора. Задержка связана с погодными условиями.
2754,10739,недозвон
2755,34045,в поиске
2756,7337,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2757,18275,Доставлено
2758,38602,Клиент заберет заказ 15 05 24
2759,35830,О сроках проинформировали 
2760,22072,заберет 15.03
2761,6169, груза в офисе нет  получатель не берет трубку.
2762,18299,перемер
2763,36429,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
2764,14139,Задержки в пути   ждем на тп Пулково Спб. ориентировочно после 20.02.24
2765,38117,Указан неверный адрес
2766,9327,Отмена по запросу Авито
2767,21427,CC-3273087
2768,36461,смарт
2769,37566,смарт
2770,36444,ПВЗ проставили отказ
2771,36465,Клиент сможет забрать заказ только 8.06. Продлеваю СХ на 7 дней
2772,16919,сз по 1524656334
2773,38094,Вложение отправлено таможней на экспертизу
2774,36486,Коллеги  заказ находится на СВХ брокера ТАНАИС  по итогам файла инвентаризации от 15.06. Просьба при открытии СЗ на ТО  указывать данный факт. в случае сканирования после 15.06 данные будут не актуальны 
2775,37593,"Коллеги  заказ находится на СВХ брокера ТАНАИС  по итогам файла инвентаризации от 01/07 Просьба при открытии СЗ на ТО  указывать данный факт. в случае сканирования после 01/07 данные будут не актуальны	"
2776,26066,заберет самостоятельно
2777,22100,14.мар
2778,23064,отправка с пвз по графику 09 03 2024
2779,38615,Во вложении опасный груз  отправим наземно.
2780,37095,смарт
2781,38126,не отвечает
2782,35835,поиск груза
2783,35838,Заберет 17.05
2784,15539,КТ7. Получатель отказался от посылки  возврат
2785,18284,КТ7. СЗ на продление до 15.03
2786,9357,Машина находиться под Ижевском  трасса М7 перекрыта  встреча проставлена ошибочно  груз не поступал
2787,16211,получатель заберет посылку 15.10
2788,6167, груза в офисе нет  получатель не берет трубку.
2789,32325,По информации от ИМ не был отгружен.
2790,35894,ошибка сканирования
2791,10661,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2792,13444,сз (ПФО) KHME2 На Кирова
2793,35884,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2794,22054,Посылка отстранена от авиаперевозки  во вложении опасный груз.
2795,35279,Ожидание смены адреса на верный. СЗ и эл. почта написаны запросы
2796,36462,смарт
2797,38604,отказ
2798,35867,Посылка отстранена от авиаперевозки  во вложении опасный груз.
2799,35866,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
2800,7386,забирают сами по вторникам  четвергам и воскресеньям после часу дня.
2801,6117, груза в офисе нет  получатель не берет трубку.
2802,38649,Переадресация 10010560667
2803,4307,По просьбе организации-получателя 
2804,6787, груза в офисе нет  получатель не берет трубку.
2805,33446,не дозвон
1303,47521,от доставки отказался
1304,12837,ТС с указанным заказом не поступала на склад  ожидаем прибытие в течении суток - двух. Связана с погодными условиями.
1305,23159,Груз ушел по накладной 1532176970.
1306,39121,смарт
1307,13504,дд от им
1308,9376,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1309,10752,Получателю не удобно получить сегодня груз. Доставка на 12.01 
1310,43813,Во вложении опасный груз.
1311,12160,Коллеги  груз должен прилететь в МСК на ТО 28-29.01
1312,38723,Утилизация по РОКУ 06.08.2024
1313,37194,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
1314,47252,"ВН	1555573984"
1315,12816,ГМ отправлено в составе транзитной консолидации CN/252/2493755.
1316,37639,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1317,52972,Груз был отправлен на ПВЗ Черная речка без складских операций в консолидации  CN/137/953633  запрос на ПВЗ по накладной 1555597097
1318,36576,https://secure.usedesk.ru/tickets/186154436
1319,23745,истёк срок хранения
1320,42161,Груз на ПВЗ не поступил. Уточняем наличие на складе.
1321,5618,+
1322,46951,Плановая дата встречи 19.06
1323,51367,https://secure.usedesk.ru/tickets/188144180
1324,34192,CHN-135924
1325,13574,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1326,46124,заберет 11.06
1327,37632,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1328,42990,Опасный груз
1329,47258,+
1330,43016,Добрый день! Груз отправлен без добавления в систему. № отправки SH/81123/25095580 Планируемая дата встречи: 10.05.2024 15:00
1331,24264,не отвечает
1332,34795,Груз подан на ТО  ожидаем решение таможни
1333,53000,Забор 19.05.2024
1334,51861,поздний приход машины. приехала в 9:00
1335,15623,Получатель заберёт груз сегодня.
1336,43867,Посылка отстранена от авиаперевозки  во вложении опасный груз.
1337,34756,Расход. Инвентаризация.
1338,10820,Заберут до 03.02
1339,8713,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1340,37681,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
1341,22174,смена города
1342,53563,https://secure.usedesk.ru/tickets/188273619
1343,38725,Не отвечает.
1344,48765,коллеги  по данному грузу не был предоставлен реестр  от отправителя. вопрос решается 
1345,48003,ответа нет дубль на почту
1346,37195,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1347,48283,"ВН	1556426420"
1348,15571,ждем видео приема с СЦ
1349,17678,+
1350,37184,Сведения о паспортных данных некорректны  либо паспорт не действителен (необходимо предоставить скан паспорта)
1351,36569,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
1352,36574,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
1353,43868,Опасный груз.
1354,19095,заберут15/03
1355,8746,Коллеги  груз должен прибыть на ТО Бобровники приблизительно 07-09.02 
1356,22105,доставка 05.03
1357,48798,"ВН	1556402549"
1358,5030,вручен
1359,37649,не дозвонились до получателя
1360,40003,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1361,6839, груза в офисе нет  получатель не берет трубку.
1362,37127,заказ в кт 7
1363,37173,Продление хранения Белгород бесплатно до 26
1364,52881,запрос цфо
1365,39985,Коллеги  добрый день  груз поступит не ранее июля  навигация еще закрыта.
1366,46749,КТ7
1367,39140,клиент не отвечает 
1368,22152,КЛИЕНТ НЕ ДОСТУПЕН ВОЗВРАТ
1369,53672,https://secure.usedesk.ru/tickets/186997936
1370,49571,ГРУЗ УТИЛИЗИРОВАН
1371,20338,смена ПВЗ
1372,7431,Задержка тс  перекрытие дороги. 
1373,8044,Транзит во Внуково
1374,12863,заберут
1375,13553,Транзит во Внуково
1376,36525,https://secure.usedesk.ru/tickets/186529502
1377,47456,сз
1378,36577,ДД от ИМ https://secure.usedesk.ru/tickets/187368881
1379,40008,задержки отправок из Калининграда  в связи с понижением стоимости безпошлинного ввоза и временной отмены паромной переправы Ориентировочные сроки отправки в течении 2-3 месяцев
1380,39991,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1763,56409,заложено в пост
1764,35474,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1765,36013,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1766,38756,ОГ
1767,37227,Планируемая дата встречи: 06.05.2024 
1768,39645,Опасный груз
1769,53781,Груз подготовлен к перемещению в ПВЗ На Анетты Басс 13 [STR13] (ул. Анетты Басс  13)
1770,49614,приход проставлен
1771,38800,CHN-135824
1772,40041,Получатель в отъезде. Придет другой человек забрать груз по идентификации CDEK ID.
1773,37777,смарт
1774,37776,смарт
1775,39206,перемещение 18 04
1776,37223,смарт
1777,42639,Проблемный адрес: некорректная ТС  некорректный адрес  некорректный тариф.
1778,48085,Скидывает звонок
1779,19151,Коллеги  у перевозчика имеются задержки в бронировании рейсов. Груз должен приземлиться во Внуково на ТО 10-12.03 Статусы по накладной должны обновиться 12-13.03
1780,39244,Опасный груз
1781,35999,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1782,21006,сз в ЦФО и офис отправитель
1783,25601,Приняты в офис.
1784,38750,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
1785,58671,не дозвон
1786,32502,задержки отправок из Калининграда  в связи с понижением стоимости безпошлинного ввоза и временной отмены паромной переправы Ориентировочные сроки отправки в течении 2-3 месяцев
1787,56044,Отправлено СМС сообщение
1788,55885,Большое скопление груза на данное направление. Отправка в течение двух дней
1789,34884,https://secure.usedesk.ru/tickets/185898879
1790,22747,02.мар
1791,41385,с-з
1792,14318,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1793,50878,возврат накладной 10002424638
