id,address_id,warehouse_id,max_loading_weight,max_loading_volume
997,1054,1054,1872958,18729580
418,1055,1055,88620,886200
998,1056,1056,103488,1034880
1872,1057,1057,20083,200830
1565,1058,1058,178802,1788020
724,1059,1059,1060059,10600590
1873,1060,1060,189740,1897400
1566,1061,1061,20159,201590
999,1062,1062,87084,870840
133,1063,1063,1211820,12118200
134,1064,1064,406448,4064480
1302,1065,1065,1010685,10106850
1567,1066,1066,228124,2281240
1000,1067,1067,723426,7234260
1568,1068,1068,64080,640800
2170,1069,1069,87658,876580
1874,1070,1070,1948470,19484700
135,1071,1071,1089207,10892070
1001,1072,1072,105056,1050560
1569,1073,1073,409886,4098860
2171,1074,1074,1421976,14219760
725,1075,1075,441825,4418250
1875,1076,1076,194756,1947560
726,1077,1077,1740432,17404320
1570,1078,1078,1519980,15199800
727,1079,1079,90636,906360
1571,1080,1080,88560,885600
1002,1081,1081,1253960,12539600
1303,1082,1082,616740,6167400
136,1083,1083,2240727,22407270
728,1084,1084,,
419,1085,1085,330925,3309250
1304,1086,1086,357294,3572940
1305,1087,1087,109787,1097870
2172,1088,1088,1226176,12261760
1306,1089,1089,184041,1840410
1307,1090,1090,184210,1842100
1003,1091,1091,110191,1101910
420,1092,1092,196560,1965600
421,1093,1093,281994,2819940
422,1094,1094,282252,2822520
2173,1095,1095,465375,4653750
1004,1096,1096,690480,6904800
1308,1097,1097,185393,1853930
2174,1098,1098,883890,8838900
729,1099,1099,1623223,16232230
1876,1100,1100,188100,1881000
1877,1101,1101,90282,902820
137,1102,1102,11020,110200
1005,1103,1103,111403,1114030
2175,1104,1104,1622880,16228800
1572,1105,1105,349180,3491800
1573,1106,1106,21014,210140
1574,1107,1107,365310,3653100
1309,1108,1108,122988,1229880
1878,1109,1109,380387,3803870
2176,1110,1110,187590,1875900
1310,1111,1111,187759,1877590
1006,1112,1112,1057512,10575120
1007,1113,1113,634410,6344100
1879,1114,1114,91348,913480
423,1115,1115,1395980,13959800
1880,1116,1116,636120,6361200
138,1117,1117,91594,915940
2177,1118,1118,125216,1252160
2178,1119,1119,189111,1891110
1311,1120,1120,288960,2889600
424,1121,1121,638970,6389700
1575,1122,1122,475728,4757280
139,1123,1123,303210,3032100
1008,1124,1124,92168,921680
425,1125,1125,113625,1136250
426,1126,1126,372706,3727060
1881,1127,1127,1631896,16318960
2179,1128,1128,556104,5561040
1882,1129,1129,219026,2190260
427,1130,1130,276850,2768500
1009,1131,1131,384540,3845400
2180,1132,1132,191308,1913080
140,1133,1133,462264,4622640
1576,1134,1134,480816,4808160
141,1135,1135,560690,5606900
428,1136,1136,965600,9656000
429,1137,1137,15918,159180
142,1138,1138,721492,7214920
1312,1139,1139,348534,3485340
1010,1140,1140,483360,4833600
1883,1141,1141,605871,6058710
1011,1142,1142,111916,1119160
1577,1143,1143,2056257,20562570
1884,1144,1144,557128,5571280
430,1145,1145,246175,2461750
730,1146,1146,354114,3541140
1012,1147,1147,472564,4725640
431,1148,1148,110208,1102080
2181,1149,1149,1570683,15706830
1578,1150,1150,208150,2081500
143,1151,1151,420115,4201150
144,1152,1152,116352,1163520
1013,1153,1153,488872,4888720
145,1154,1154,206566,2065660
1885,1155,1155,661815,6618150
146,1156,1156,1102824,11028240
2182,1157,1157,377182,3771820
2183,1158,1158,94956,949560
432,1159,1159,664107,6641070
433,1160,1160,382800,3828000
2184,1161,1161,1134297,11342970
434,1162,1162,95284,952840
2185,1163,1163,283772,2837720
147,1164,1164,118728,1187280
148,1165,1165,757250,7572500
1014,1166,1166,95612,956120
149,1167,1167,1301205,13012050
1015,1168,1168,293168,2931680
1313,1169,1169,210420,2104200
1886,1170,1170,1515150,15151500
2186,1171,1171,137007,1370070
2187,1172,1172,96104,961040
1314,1173,1173,1730175,17301750
150,1174,1174,1684690,16846900
1016,1175,1175,118675,1186750
1017,1176,1176,1134840,11348400
1887,1177,1177,254232,2542320
1888,1178,1178,901170,9011700
1579,1179,1179,402039,4020390
731,1180,1180,2319880,23198800
1580,1181,1181,1113683,11136830
151,1182,1182,501168,5011680
152,1183,1183,579670,5796700
2188,1184,1184,224960,2249600
1889,1185,1185,1182630,11826300
2189,1186,1186,200434,2004340
732,1187,1187,404767,4047670
1581,1188,1188,318384,3183840
153,1189,1189,444686,4446860
1315,1190,1190,21420,214200
733,1191,1191,851565,8515650
1018,1192,1192,1934616,19346160
435,1193,1193,372216,3722160
436,1194,1194,2681724,26817240
154,1195,1195,1007385,10073850
734,1196,1196,98072,980720
1582,1197,1197,1128771,11287710
1890,1198,1198,1260296,12602960
1316,1199,1199,845295,8452950
735,1200,1200,1228800,12288000
736,1201,1201,965604,9656040
437,1202,1202,490416,4904160
2190,1203,1203,386163,3861630
438,1204,1204,887348,8873480
737,1205,1205,215695,2156950
1019,1206,1206,203814,2038140
1317,1207,1207,79662,796620
1891,1208,1208,118384,1183840
439,1209,1209,1505205,15052050
440,1210,1210,99220,992200
1583,1211,1211,328181,3281810
1318,1212,1212,116352,1163520
1892,1213,1213,315380,3153800
2191,1214,1214,213664,2136640
738,1215,1215,967140,9671400
2192,1216,1216,30400,304000
1584,1217,1217,516008,5160080
441,1218,1218,495726,4957260
2193,1219,1219,119462,1194620
1893,1220,1220,1162660,11626600
1020,1221,1221,23199,231990
155,1222,1222,859066,8590660
1585,1223,1223,419489,4194890
1021,1224,1224,100368,1003680
1319,1225,1225,518175,5181750
1894,1226,1226,138538,1385380
1586,1227,1227,125154,1251540
1587,1228,1228,946788,9467880
1320,1229,1229,124129,1241290
739,1230,1230,319800,3198000
1895,1231,1231,332370,3323700
740,1232,1232,1252944,12529440
1022,1233,1233,208377,2083770
1023,1234,1234,1362336,13623360
1896,1235,1235,118560,1185600
741,1236,1236,1494324,14943240
1321,1237,1237,333990,3339900
442,1238,1238,230268,2302680
1588,1239,1239,110271,1102710
156,1240,1240,1164360,11643600
2194,1241,1241,858772,8587720
1322,1242,1242,2190888,21908880
157,1243,1243,119328,1193280
742,1244,1244,313488,3134880
1024,1245,1245,123255,1232550
2195,1246,1246,615524,6155240
1323,1247,1247,125947,1259470
443,1248,1248,615264,6152640
2196,1249,1249,1781074,17810740
444,1250,1250,111250,1112500
445,1251,1251,102582,1025820
743,1252,1252,237880,2378800
1589,1253,1253,538790,5387900
1025,1254,1254,1445862,14458620
744,1255,1255,315005,3150050
446,1256,1256,1716952,17169520
1324,1257,1257,428637,4286370
158,1258,1258,515780,5157800
2197,1259,1259,103238,1032380
1325,1260,1260,429660,4296600
1590,1261,1261,45396,453960
2198,1262,1262,227160,2271600
1591,1263,1263,140193,1401930
1592,1264,1264,1547136,15471360
1897,1265,1265,328900,3289000
159,1266,1266,431706,4317060
2199,1267,1267,216657,2166570
745,1268,1268,15216,152160
2200,1269,1269,889569,8895690
2201,1270,1270,707390,7073900
447,1271,1271,139810,1398100
2202,1272,1272,521520,5215200
1326,1273,1273,528295,5282950
1327,1274,1274,215306,2153060
2203,1275,1275,114750,1147500
1593,1276,1276,104632,1046320
448,1277,1277,1403423,14034230
1898,1278,1278,520146,5201460
1594,1279,1279,243010,2430100
746,1280,1280,407040,4070400
1328,1281,1281,731451,7314510
2204,1282,1282,30768,307680
747,1283,1283,243770,2437700
449,1284,1284,267072,2670720
748,1285,1285,107940,1079400
2205,1286,1286,2276220,22762200
2206,1287,1287,1057914,10579140
160,1288,1288,636272,6362720
1026,1289,1289,1508130,15081300
161,1290,1290,546960,5469600
749,1291,1291,561585,5615850
750,1292,1292,1218356,12183560
1329,1293,1293,521079,5210790
1595,1294,1294,581006,5810060
2207,1295,1295,337995,3379950
1899,1296,1296,23328,233280
1027,1297,1297,727617,7276170
1596,1298,1298,106436,1064360
751,1299,1299,383205,3832050
1597,1300,1300,234000,2340000
752,1301,1301,232879,2328790
162,1302,1302,651000,6510000
163,1303,1303,132906,1329060
2208,1304,1304,1624784,16247840
1330,1305,1305,107010,1070100
753,1306,1306,1785302,17853020
2209,1307,1307,186901,1869010
754,1308,1308,699780,6997800
1331,1309,1309,1620542,16205420
1028,1310,1310,450640,4506400
1332,1311,1311,1236273,12362730
1333,1312,1312,329312,3293120
1900,1313,1313,22321,223210
1029,1314,1314,22338,223380
450,1315,1315,227495,2274950
451,1316,1316,235564,2355640
2210,1317,1317,558408,5584080
755,1318,1318,1801706,18017060
452,1319,1319,546066,5460660
1901,1320,1320,223080,2230800
1334,1321,1321,1286654,12866540
2211,1322,1322,223418,2234180
2212,1323,1323,392931,3929310
164,1324,1324,754680,7546800
1030,1325,1325,1005675,10056750
1902,1326,1326,754494,7544940
1903,1327,1327,420659,4206590
1904,1328,1328,147408,1474080
1335,1329,1329,252510,2525100
1598,1330,1330,155610,1556100
1336,1331,1331,2366518,23665180
1337,1332,1332,753912,7539120
1599,1333,1333,169291,1692910
1905,1334,1334,437552,4375520
165,1335,1335,118815,1188150
2213,1336,1336,132264,1322640
1338,1337,1337,649782,6497820
1031,1338,1338,226122,2261220
166,1339,1339,1043081,10430810
2214,1340,1340,150080,1500800
1600,1341,1341,779121,7791210
1339,1342,1342,579744,5797440
756,1343,1343,310233,3102330
167,1344,1344,237888,2378880
757,1345,1345,347010,3470100
1906,1346,1346,211322,2113220
758,1347,1347,22899,228990
759,1348,1348,29656,296560
1601,1349,1349,227981,2279810
168,1350,1350,110700,1107000
1032,1351,1351,687659,6876590
169,1352,1352,228488,2284880
1033,1353,1353,556083,5560830
170,1354,1354,656690,6566900
453,1355,1355,2162580,21625800
1034,1356,1356,659016,6590160
2215,1357,1357,139771,1397710
1907,1358,1358,111356,1113560
1035,1359,1359,1372590,13725900
1036,1360,1360,130560,1305600
2216,1361,1361,111602,1116020
1340,1362,1362,1209456,12094560
454,1363,1363,23171,231710
1908,1364,1364,1286252,12862520
1909,1365,1365,690690,6906900
455,1366,1366,148894,1488940
760,1367,1367,1107270,11072700
1341,1368,1368,2670336,26703360
2217,1369,1369,240944,2409440
171,1370,1370,237010,2370100
1910,1371,1371,578562,5785620
1911,1372,1372,244216,2442160
1037,1373,1373,782610,7826100
761,1374,1374,582576,5825760
1342,1375,1375,261250,2612500
1343,1376,1376,232544,2325440
1344,1377,1377,469557,4695570
1038,1378,1378,469898,4698980
1039,1379,1379,584696,5846960
1912,1380,1380,861120,8611200
456,1381,1381,1887827,18878270
762,1382,1382,233558,2335580
1913,1383,1383,479901,4799010
1345,1384,1384,113488,1134880
763,1385,1385,113570,1135700
2218,1386,1386,663894,6638940
764,1387,1387,234403,2344030
765,1388,1388,113816,1138160
2219,1389,1389,575046,5750460
457,1390,1390,425340,4253400
766,1391,1391,1034904,10349040
1040,1392,1392,162864,1628640
767,1393,1393,809333,8093330
2220,1394,1394,241162,2411620
1041,1395,1395,2540295,25402950
1914,1396,1396,545836,5458360
1915,1397,1397,603504,6035040
1602,1398,1398,114636,1146360
1916,1399,1399,236431,2364310
1042,1400,1400,236600,2366000
458,1401,1401,308220,3082200
768,1402,1402,2553042,25530420
1603,1403,1403,30866,308660
2221,1404,1404,108108,1081080
459,1405,1405,843000,8430000
1346,1406,1406,2162428,21624280
1347,1407,1407,810432,8104320
1604,1408,1408,1030656,10306560
2222,1409,1409,1317415,13174150
460,1410,1410,1559460,15594600
769,1411,1411,115702,1157020
770,1412,1412,24004,240040
172,1413,1413,1889181,18891810
173,1414,1414,138572,1385720
1605,1415,1415,1920155,19201550
1348,1416,1416,382320,3823200
174,1417,1417,580970,5809700
175,1418,1418,368680,3686800
1349,1419,1419,492393,4923930
1606,1420,1420,258440,2584400
771,1421,1421,3327982,33279820
176,1422,1422,366876,3668760
1350,1423,1423,184990,1849900
177,1424,1424,703456,7034560
178,1425,1425,581400,5814000
179,1426,1426,2096220,20962200
2223,1427,1427,117014,1170140
772,1428,1428,558348,5583480
1043,1429,1429,117178,1171780
1351,1430,1430,1029600,10296000
180,1431,1431,819963,8199630
1917,1432,1432,24344,243440
461,1433,1433,1494619,14946190
773,1434,1434,117588,1175880
1607,1435,1435,117670,1176700
774,1436,1436,2765736,27657360
1044,1437,1437,126456,1264560
1608,1438,1438,255964,2559640
1918,1439,1439,618770,6187700
1352,1440,1440,300960,3009600
1919,1441,1441,118162,1181620
181,1442,1442,118244,1182440
775,1443,1443,730158,7301580
1045,1444,1444,160284,1602840
2224,1445,1445,374255,3742550
1609,1446,1446,143154,1431540
2225,1447,1447,21705,217050
1920,1448,1448,735584,7355840
1610,1449,1449,708561,7085610
776,1450,1450,272600,2726000
1921,1451,1451,602165,6021650
777,1452,1452,255552,2555520
2226,1453,1453,735218,7352180
1611,1454,1454,495814,4958140
462,1455,1455,2613180,26131800
2227,1456,1456,477568,4775680
463,1457,1457,14570,145700
1922,1458,1458,274104,2741040
1612,1459,1459,119638,1196380
464,1460,1460,140160,1401600
778,1461,1461,679365,6793650
2228,1462,1462,726614,7266140
1923,1463,1463,501809,5018090
182,1464,1464,273768,2737680
183,1465,1465,120130,1201300
779,1466,1466,143668,1436680
1613,1467,1467,501714,5017140
1353,1468,1468,143864,1438640
2229,1469,1469,837330,8373300
465,1470,1470,1952160,19521600
1354,1471,1471,1387153,13871530
1924,1472,1472,744832,7448320
2230,1473,1473,1290348,12903480
1925,1474,1474,1499058,14990580
2231,1475,1475,396775,3967750
1926,1476,1476,432468,4324680
1927,1477,1477,162470,1624700
1046,1478,1478,1393754,13937540
184,1479,1479,249951,2499510
1614,1480,1480,250120,2501200
1615,1481,1481,487249,4872490
1616,1482,1482,456456,4564560
1047,1483,1483,514601,5146010
1355,1484,1484,755356,7553560
1048,1485,1485,821205,8212050
185,1486,1486,399734,3997340
2232,1487,1487,419334,4193340
466,1488,1488,380928,3809280
2233,1489,1489,3034582,30345820
2234,1490,1490,2643260,26432600
467,1491,1491,266889,2668890
2235,1492,1492,2505068,25050680
780,1493,1493,612130,6121300
186,1494,1494,512442,5124420
1356,1495,1495,2242500,22425000
1357,1496,1496,1066648,10666480
187,1497,1497,122754,1227540
1049,1498,1498,253162,2531620
1050,1499,1499,870919,8709190
781,1500,1500,123000,1230000
782,1501,1501,863075,8630750
1358,1502,1502,443090,4430900
1617,1503,1503,853704,8537040
1051,1504,1504,123328,1233280
783,1505,1505,2459170,24591700
188,1506,1506,123492,1234920
784,1507,1507,176319,1763190
1618,1508,1508,298584,2985840
1619,1509,1509,301800,3018000
785,1510,1510,1846730,18467300
189,1511,1511,1210311,12103110
190,1512,1512,1006992,10069920
1620,1513,1513,152813,1528130
1928,1514,1514,124148,1241480
786,1515,1515,124230,1242300
468,1516,1516,748904,7489040
787,1517,1517,2756389,27563890
1052,1518,1518,643632,6436320
1929,1519,1519,285572,2855720
1053,1520,1520,273600,2736000
2236,1521,1521,527787,5277870
1359,1522,1522,270916,2709160
1930,1523,1523,449285,4492850
1931,1524,1524,257556,2575560
1621,1525,1525,276025,2760250
2237,1526,1526,379974,3799740
1622,1527,1527,502383,5023830
469,1528,1528,1080296,10802960
470,1529,1529,2891339,28913390
2238,1530,1530,472770,4727700
1932,1531,1531,150038,1500380
1054,1532,1532,220608,2206080
191,1533,1533,2026626,20266260
192,1534,1534,1664390,16643900
1623,1535,1535,125870,1258700
193,1536,1536,526848,5268480
2239,1537,1537,270512,2705120
1624,1538,1538,259922,2599220
2240,1539,1539,260091,2600910
1933,1540,1540,1116500,11165000
1360,1541,1541,126362,1263620
471,1542,1542,292980,2929800
472,1543,1543,2595326,25953260
194,1544,1544,880080,8800800
1361,1545,1545,1161840,11618400
1055,1546,1546,788460,7884600
1934,1547,1547,148512,1485120
195,1548,1548,1181124,11811240
196,1549,1549,261781,2617810
197,1550,1550,457250,4572500
1935,1551,1551,1248555,12485550
473,1552,1552,296432,2964320
788,1553,1553,785818,7858180
198,1554,1554,2756796,27567960
199,1555,1555,405855,4058550
1056,1556,1556,262964,2629640
789,1557,1557,887490,8874900
474,1558,1558,888060,8880600
1057,1559,1559,763910,7639100
1362,1560,1560,6240,62400
1625,1561,1561,391811,3918110
2241,1562,1562,128084,1280840
200,1563,1563,2066286,20662860
1626,1564,1564,597448,5974480
2242,1565,1565,892050,8920500
475,1566,1566,643626,6436260
476,1567,1567,100288,1002880
1363,1568,1568,809088,8090880
1936,1569,1569,293403,2934030
1627,1570,1570,1840040,18400400
1058,1571,1571,157100,1571000
1628,1572,1572,424440,4244400
1059,1573,1573,666952,6669520
1629,1574,1574,955418,9554180
201,1575,1575,787500,7875000
1937,1576,1576,176512,1765120
1630,1577,1577,272821,2728210
1938,1578,1578,254058,2540580
1060,1579,1579,244745,2447450
1061,1580,1580,538780,5387800
1364,1581,1581,996030,9960300
477,1582,1582,2162594,21625940
1939,1583,1583,503394,5033940
1062,1584,1584,2094048,20940480
1631,1585,1585,1372610,13726100
1940,1586,1586,342576,3425760
478,1587,1587,155526,1555260
202,1588,1588,268372,2683720
1941,1589,1589,389305,3893050
1063,1590,1590,2895390,28953900
790,1591,1591,1985568,19855680
479,1592,1592,3370264,33702640
2243,1593,1593,616491,6164910
2244,1594,1594,2175810,21758100
1064,1595,1595,130790,1307900
1365,1596,1596,788424,7884240
1065,1597,1597,130954,1309540
1066,1598,1598,677552,6775520
480,1599,1599,3079674,30796740
1366,1600,1600,678400,6784000
203,1601,1601,810106,8101060
1632,1602,1602,929160,9291600
481,1603,1603,839972,8399720
1067,1604,1604,2279284,22792840
1367,1605,1605,271245,2712450
1942,1606,1606,933086,9330860
2245,1607,1607,157486,1574860
1633,1608,1608,656064,6560640
1634,1609,1609,271921,2719210
1635,1610,1610,1671180,16711800
1636,1611,1611,683064,6830640
1943,1612,1612,660920,6609200
1068,1613,1613,551646,5516460
1069,1614,1614,658512,6585120
204,1615,1615,807500,8075000
1944,1616,1616,2296336,22963360
205,1617,1617,2632476,26324760
1368,1618,1618,132676,1326760
1070,1619,1619,688075,6880750
1369,1620,1620,302940,3029400
2246,1621,1621,1501046,15010460
1071,1622,1622,924540,9245400
791,1623,1623,665430,6654300
1637,1624,1624,690200,6902000
792,1625,1625,490750,4907500
2247,1626,1626,133332,1333320
482,1627,1627,823262,8232620
2248,1628,1628,927960,9279600
793,1629,1629,879660,8796600
206,1630,1630,159740,1597400
483,1631,1631,1420601,14206010
1072,1632,1632,166464,1664640
1638,1633,1633,133906,1339060
794,1634,1634,145426,1454260
1073,1635,1635,681795,6817950
1945,1636,1636,310840,3108400
207,1637,1637,293023,2930230
208,1638,1638,108108,1081080
1370,1639,1639,842446,8424460
209,1640,1640,1887640,18876400
210,1641,1641,269124,2691240
1946,1642,1642,2476136,24761360
1639,1643,1643,2991903,29919030
1074,1644,1644,294276,2942760
211,1645,1645,829080,8290800
2249,1646,1646,2666520,26665200
1075,1647,1647,1563003,15630030
2250,1648,1648,711936,7119360
2251,1649,1649,191284,1912840
1371,1650,1650,508200,5082000
1947,1651,1651,224536,2245360
1372,1652,1652,548464,5484640
795,1653,1653,16530,165300
2252,1654,1654,135628,1356280
1640,1655,1655,135710,1357100
796,1656,1656,427248,4272480
1373,1657,1657,178956,1789560
2253,1658,1658,838948,8389480
2254,1659,1659,676872,6768720
2255,1660,1660,162680,1626800
484,1661,1661,729179,7291790
2256,1662,1662,277554,2775540
1641,1663,1663,831500,8315000
212,1664,1664,222976,2229760
485,1665,1665,842490,8424900
1076,1666,1666,831334,8313340
486,1667,1667,421751,4217510
1948,1668,1668,21684,216840
1949,1669,1669,630882,6308820
1950,1670,1670,1371070,13710700
2257,1671,1671,618270,6182700
1077,1672,1672,849376,8493760
1951,1673,1673,849884,8498840
2258,1674,1674,296298,2962980
1642,1675,1675,1351725,13517250
1374,1676,1676,288272,2882720
1952,1677,1677,575211,5752110
1953,1678,1678,550384,5503840
797,1679,1679,172937,1729370
798,1680,1680,572880,5728800
487,1681,1681,154652,1546520
1078,1682,1682,137924,1379240
213,1683,1683,2224926,22249260
1375,1684,1684,956512,9565120
1643,1685,1685,1455840,14558400
1376,1686,1686,453534,4535340
2259,1687,1687,285103,2851030
1377,1688,1688,3850328,38503280
1079,1689,1689,1320798,13207980
1644,1690,1690,576290,5762900
488,1691,1691,3256866,32568660
2260,1692,1692,749556,7495560
214,1693,1693,965010,9650100
489,1694,1694,166012,1660120
799,1695,1695,286455,2864550
800,1696,1696,848000,8480000
1378,1697,1697,10182,101820
1080,1698,1698,3003762,30037620
801,1699,1699,956537,9565370
1954,1700,1700,1059100,10591000
1379,1701,1701,581742,5817420
802,1702,1702,428904,4289040
2261,1703,1703,980928,9809280
1645,1704,1704,794064,7940640
215,1705,1705,971850,9718500
216,1706,1706,320728,3207280
1646,1707,1707,3354255,33542550
1955,1708,1708,3873744,38737440
217,1709,1709,1427015,14270150
218,1710,1710,324900,3249000
1956,1711,1711,593717,5937170
1957,1712,1712,710480,7104800
1380,1713,1713,303201,3032010
2262,1714,1714,726736,7267360
1958,1715,1715,989555,9895550
1381,1716,1716,585156,5851560
219,1717,1717,298758,2987580
1081,1718,1718,3245302,32453020
1959,1719,1719,302544,3025440
220,1720,1720,302720,3027200
803,1721,1721,192752,1927520
221,1722,1722,141204,1412040
804,1723,1723,4043881,40438810
490,1724,1724,2780812,27808120
222,1725,1725,243225,2432250
491,1726,1726,176052,1760520
1382,1727,1727,1094918,10949180
805,1728,1728,705024,7050240
2263,1729,1729,1002820,10028200
1082,1730,1730,854620,8546200
1647,1731,1731,443136,4431360
1383,1732,1732,142024,1420240
492,1733,1733,142106,1421060
223,1734,1734,2299284,22992840
224,1735,1735,1559765,15597650
1384,1736,1736,989520,9895200
1083,1737,1737,1556352,15563520
1960,1738,1738,716056,7160560
493,1739,1739,1676396,16763960
806,1740,1740,8700,87000
807,1741,1741,710328,7103280
808,1742,1742,172458,1724580
1961,1743,1743,739032,7390320
494,1744,1744,994080,9940800
495,1745,1745,171010,1710100
1962,1746,1746,2030598,20305980
225,1747,1747,295243,2952430
1385,1748,1748,29716,297160
1386,1749,1749,143418,1434180
496,1750,1750,645750,6457500
809,1751,1751,1393796,13937960
1387,1752,1752,299592,2995920
810,1753,1753,881759,8817590
497,1754,1754,3378204,33782040
2264,1755,1755,807300,8073000
811,1756,1756,744544,7445440
812,1757,1757,1231657,12316570
1084,1758,1758,854388,8543880
813,1759,1759,737021,7370210
814,1760,1760,475200,4752000
1085,1761,1761,380376,3803760
1388,1762,1762,4050838,40508380
1648,1763,1763,297947,2979470
498,1764,1764,315756,3157560
1963,1765,1765,605395,6053950
1389,1766,1766,144812,1448120
1086,1767,1767,196137,1961370
1087,1768,1768,1073176,10731760
226,1769,1769,643916,6439160
2265,1770,1770,750480,7504800
1390,1771,1771,115115,1151150
1649,1772,1772,299468,2994680
1650,1773,1773,145386,1453860
2266,1774,1774,729114,7291140
227,1775,1775,1125350,11253500
1088,1776,1776,284160,2841600
1964,1777,1777,1030660,10306600
1089,1778,1778,3248406,32484060
1391,1779,1779,795213,7952130
1651,1780,1780,1628700,16287000
499,1781,1781,318799,3187990
1090,1782,1782,290466,2904660
815,1783,1783,146206,1462060
2267,1784,1784,991904,9919040
1965,1785,1785,3489675,34896750
1392,1786,1786,146452,1464520
1091,1787,1787,323447,3234470
1966,1788,1788,2544324,25443240
1092,1789,1789,772848,7728480
2268,1790,1790,835930,8359300
1652,1791,1791,2570085,25700850
1093,1792,1792,3024896,30248960
1393,1793,1793,914430,9144300
1653,1794,1794,147108,1471080
2269,1795,1795,321305,3213050
500,1796,1796,991392,9913920
2270,1797,1797,736770,7367700
501,1798,1798,2506412,25064120
1394,1799,1799,460544,4605440
1967,1800,1800,176400,1764000
1395,1801,1801,2643868,26438680
1396,1802,1802,3030964,30309640
228,1803,1803,304707,3047070
1397,1804,1804,625988,6259880
816,1805,1805,776150,7761500
2271,1806,1806,2333352,23333520
1654,1807,1807,1040832,10408320
502,1808,1808,332672,3326720
2272,1809,1809,148338,1483380
2273,1810,1810,557480,5574800
503,1811,1811,148502,1485020
1968,1812,1812,2600220,26002200
1398,1813,1813,591038,5910380
1969,1814,1814,1077516,10775160
2274,1815,1815,201465,2014650
1655,1816,1816,757272,7572720
229,1817,1817,148994,1489940
504,1818,1818,329058,3290580
817,1819,1819,634831,6348310
505,1820,1820,1716260,17162600
1656,1821,1821,759357,7593570
230,1822,1822,185844,1858440
1399,1823,1823,3006127,30061270
1970,1824,1824,2340192,23401920
818,1825,1825,2494775,24947750
231,1826,1826,202686,2026860
2275,1827,1827,180873,1808730
1971,1828,1828,308932,3089320
819,1829,1829,607228,6072280
1972,1830,1830,3332430,33324300
820,1831,1831,1142544,11425440
506,1832,1832,1619488,16194880
1657,1833,1833,645216,6452160
232,1834,1834,150388,1503880
233,1835,1835,757855,7578550
821,1836,1836,694008,6940080
1973,1837,1837,766029,7660290
234,1838,1838,310622,3106220
507,1839,1839,753990,7539900
1974,1840,1840,154560,1545600
508,1841,1841,206192,2061920
1975,1842,1842,206304,2063040
822,1843,1843,180614,1806140
823,1844,1844,781856,7818560
509,1845,1845,2097765,20977650
235,1846,1846,797472,7974720
1094,1847,1847,722177,7221770
510,1848,1848,181104,1811040
1400,1849,1849,3698,36980
1095,1850,1850,151700,1517000
236,1851,1851,188802,1888020
237,1852,1852,2820596,28205960
2276,1853,1853,991355,9913550
1976,1854,1854,667440,6674400
1096,1855,1855,465605,4656050
238,1856,1856,1792896,17928960
2277,1857,1857,856077,8560770
1097,1858,1858,1057202,10572020
824,1859,1859,1868295,18682950
1098,1860,1860,941160,9411600
511,1861,1861,238208,2382080
239,1862,1862,765282,7652820
1977,1863,1863,773145,7731450
1978,1864,1864,469728,4697280
1099,1865,1865,152930,1529300
1401,1866,1866,153012,1530120
512,1867,1867,2203060,22030600
1658,1868,1868,2736620,27366200
2278,1869,1869,1738170,17381700
240,1870,1870,822800,8228000
241,1871,1871,2675530,26755300
513,1872,1872,316368,3163680
1659,1873,1873,2876928,28769280
1660,1874,1874,1167502,11675020
1979,1875,1875,622500,6225000
825,1876,1876,979272,9792720
826,1877,1877,251518,2515180
1402,1878,1878,339918,3399180
1100,1879,1879,947016,9470160
1403,1880,1880,471880,4718800
514,1881,1881,180576,1805760
827,1882,1882,154324,1543240
515,1883,1883,777679,7776790
1980,1884,1884,646212,6462120
1981,1885,1885,1457105,14571050
516,1886,1886,1075020,10750200
242,1887,1887,3721164,37211640
1101,1888,1888,955328,9553280
1102,1889,1889,2497258,24972580
2279,1890,1890,22680,226800
243,1891,1891,3763090,37630900
244,1892,1892,208120,2081200
1982,1893,1893,747735,7477350
1103,1894,1894,803056,8030560
517,1895,1895,2590465,25904650
1104,1896,1896,3069624,30696240
518,1897,1897,2124640,21246400
1983,1898,1898,459316,4593160
519,1899,1899,717822,7178220
1105,1900,1900,321100,3211000
245,1901,1901,1094976,10949760
828,1902,1902,2919570,29195700
2280,1903,1903,641311,6413110
1106,1904,1904,4150720,41507200
829,1905,1905,156210,1562100
2281,1906,1906,213472,2134720
2282,1907,1907,808568,8085680
830,1908,1908,791820,7918200
2283,1909,1909,211899,2118990
1984,1910,1910,156620,1566200
1404,1911,1911,945945,9459450
831,1912,1912,1485624,14856240
1661,1913,1913,193213,1932130
1662,1914,1914,1159884,11598840
1985,1915,1915,810045,8100450
832,1916,1916,1034640,10346400
1405,1917,1917,785970,7859700
1986,1918,1918,759528,7595280
833,1919,1919,105545,1055450
1406,1920,1920,1115520,11155200
1107,1921,1921,658903,6589030
2284,1922,1922,1873950,18739500
1663,1923,1923,973038,9730380
520,1924,1924,960076,9600760
1987,1925,1925,438900,4389000
834,1926,1926,1764216,17642160
1108,1927,1927,984697,9846970
1407,1928,1928,817472,8174720
1988,1929,1929,960642,9606420
1664,1930,1930,494080,4940800
246,1931,1931,198893,1988930
521,1932,1932,158424,1584240
1109,1933,1933,641756,6417560
1665,1934,1934,796808,7968080
835,1935,1935,189630,1896300
1666,1936,1936,1825648,18256480
522,1937,1937,1228058,12280580
